record_identifier,symbol_code,market_code,symbol_state,symbol_flag,bid_volume,bid_price,ask_price,ask_volume,last_trade_price,last_trade_volume,last_trade_time,last_day_close_price,symbol_direction,average_price,high_price,low_price,net_change,total_traded_volume,total_trades,open_price,timestamp
FEED,FIL,REG,E0,"",0,0,0,0,133.94,110,,133.94,,13392.55,120.66,120.55,0.0,111,3,120.55,2025-01-15 15:50:03
FEED,FIM,REG,E1,"",0,0,0,0,0.2,0,,0.2,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,FIMM,REG,E0,"",0,0,0,0,210.0,0,,210.0,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,FLYNG,REG,E0,"",0,0,0,0,24.68,500,,24.85,,333803400.44,26.4,24.55,-0.17,13314654,2951,25.01,2025-01-15 15:50:03
FEED,FML,REG,E0,"",0,0,0,0,68.24,500,,67.0,,367251.74,69.99,68.0,1.24,5362,31,68.0,2025-01-15 15:50:03
FEED,FNBM,REG,E1,"",0,0,0,0,0.64,0,,0.64,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,FNEL,REG,E0,"",0,0,0,0,3.78,5000,,3.86,,3960358.26,3.91,3.75,-0.08,1038914,292,3.91,2025-01-15 15:50:03
FEED,FPJM,REG,E0,"",0,0,0,0,3.05,500,,3.04,,33565.36,3.15,3.05,0.01,10673,7,3.15,2025-01-15 15:50:03
FEED,FPRM,REG,E0,"",0,0,0,0,8.47,625,,9.04,,1218828.61,9.29,8.2,-0.57,144646,92,9.04,2025-01-15 15:50:03
FEED,FRCL,REG,E0,"",0,0,0,0,21.7,100,,22.7,,368914.21,22.98,21.5,-1.0,16819,93,22.1,2025-01-15 15:50:03
FEED,FRSM,REG,E0,"",0,0,0,0,44.84,1,,44.84,,4304.73,44.73,42.6,0.0,101,2,42.6,2025-01-15 15:50:03
FEED,FRSMR,REG,PRE,"",0,0,0,0,8.58,0,,8.58,,0,,,,0,0,,2025-01-15 09:30:58
FEED,FSWL,REG,E0,"",0,0,0,0,78.57,0,,78.57,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,FTHM,REG,E1,"",0,0,0,0,74.0,0,,74.0,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,FTMM,REG,E0,"",0,0,0,0,4.65,100,,4.66,,40230.82,4.78,4.62,-0.01,8655,17,4.78,2025-01-15 15:50:03
FEED,FTSM,REG,E0,"",0,0,0,0,14.0,1,,14.0,,2174.5,13.5,13.5,0.0,161,2,13.5,2025-01-15 15:50:03
FEED,FUDLM,REG,PRE,"",0,0,0,0,8,0,,8,,0,,,,0,0,,2025-01-15 09:30:36
FEED,FZCM,REG,E0,"",0,0,0,0,166.13,1,,166.13,,24272.5,180.0,160.05,0.0,145,9,180.0,2025-01-15 15:50:03
FEED,GADT,REG,E0,"",0,0,0,0,227.88,100,,230.02,,25522.45,235.0,216.0,-2.14,112,5,216.0,2025-01-15 15:50:03
FEED,GAL,REG,E0,"",0,0,0,0,406.48,40,,387.17,,4177813999.38,425.0,392.0,19.31,10177838,22830,394.9,2025-01-15 15:50:03
FEED,GAMON,REG,E0,"",0,0,0,0,44.29,33,,45.0,,517805.2,46.97,43.0,-0.71,11528,52,46.97,2025-01-15 15:50:03
FEED,GATI,REG,E0,"",0,0,0,0,162.61,147,,163.16,,114891.9,165.0,161.21,-0.55,700,10,161.21,2025-01-15 15:50:03
FEED,GATIR,REG,PRE,"",0,0,0,0,15.04,0,,15.04,,0,,,,0,0,,2025-01-15 09:30:28
FEED,GATM,REG,E0,"",0,0,0,0,25.54,2839,,26.22,,14706933.24,26.49,25.45,-0.68,565408,446,26.02,2025-01-15 15:50:03
FEED,GCIL,REG,E0,"",0,0,0,0,16.36,5000,,16.07,,73441299.45,16.83,16.15,0.29,4456322,1343,16.15,2025-01-15 15:50:03
FEED,GEMBCEM,REG,E0,"",0,0,0,0,6.6,0,,6.6,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,GEMBLUEX,REG,E0,"",0,0,0,0,61.55,0,,61.55,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,GEMMEL,REG,E0,"",0,0,0,0,19.5,3643,,20.55,,1640788.5,19.5,19.5,-1.05,84143,17,19.5,2025-01-15 15:50:03
FEED,GEMPAPL,REG,E0,"",0,0,0,0,7.51,24000,,8.0,,693060.0,8.15,7.51,-0.49,90000,15,8.15,2025-01-15 15:50:03
FEED,GEMSPNL,REG,E0,"",0,0,0,0,18.14,700,,19.0,,214860.75,19.01,18.0,-0.86,11805,11,19.01,2025-01-15 15:50:03
FEED,GFIL,REG,E0,"",0,0,0,0,10.09,3000,,9.89,,188478.47,10.35,9.8,0.2,18760,54,10.29,2025-01-15 15:50:03
FEED,GGGL,REG,E0,"",0,0,0,0,8.65,15000,,8.49,,46998837.1,9.0,8.53,0.16,5344472,1148,8.89,2025-01-15 15:50:03
FEED,GGL,REG,E0,"",0,0,0,0,14.69,10,,14.07,,149221149.28,15.14,14.07,0.62,10166582,3081,14.28,2025-01-15 15:50:03
FEED,GHGL,REG,E0,"",0,0,0,0,30.28,890,,30.41,,11939061.27,30.9,30.2,-0.13,390649,220,30.49,2025-01-15 15:50:03
FEED,GHNI,REG,E0,"",0,0,0,0,579.98,100,,595.15,,689608570.91,599.0,575.55,-15.17,1171483,4969,592.0,2025-01-15 15:50:03
FEED,GIL,REG,E0,"",0,0,0,0,1371.95,0,,1371.95,,0.0,,,,0,0,,2025-01-15 15:50:03
FEED,GLAXO,REG,E0,"",0,0,0,0,407.63,5,,387.95,,990766953.6,424.0,382.4,19.68,2419896,4611,392.0,2025-01-15 15:50:03
FEED,GLOT,REG,E1,"",0,0,0,0,8.7,0,,8.7,,0.0,,,,0,0,,2025-01-15 15:50:03
